종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"024880","케이피에프","KOSDAQ","우량기업부","3820","-5","-0.13","3830","3935","3775","52368","201248395","79008288360","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","221","-1","-0.45","220","224","215","283108","62237484","42875080690","194004890"
"054410","케이피티유","KOSDAQ","관리종목(소속부없음)","2985","5","0.17","2980","3040","2865","5093","14994710","17093435340","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1627","-4","-0.25","1617","1643","1561","58927","94018541","43582665391","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","11220","-30","-0.27","11120","11700","10980","71887","810138000","147035295000","13104750"
"402420","켈스","KONEX","일반기업부","5490","0","0.00","0","0","0","0","0","12223704600","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","22150","-550","-2.42","22300","23200","21600","285413","6370421725","339655763900","15334346"
"220260","켐트로스","KOSDAQ","우량기업부","4020","120","3.08","4250","4250","3835","66185","265066799","106764394140","26558307"
"176590","코나솔","KONEX","일반기업부","7100","-20","-0.28","7150","7150","7010","137","971280","41345664300","5823333"
"052400","코나아이","KOSDAQ","우량기업부","33600","1850","5.83","34500","39000","30000","3545857","123736455175","489326577600","14563291"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","21900","1300","6.31","20100","22000","19950","109516","2315714995","251133607200","11467288"
"391710","코닉오토메이션","KOSDAQ","중견기업부","1489","-22","-1.46","1560","1560","1485","18141","27299306","62634913054","42065086"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","146172317160","14219097"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1511","-43","-2.77","1565","1616","1489","721624","1110784910","57180171622","37842602"
"080530","코디","KOSDAQ","중견기업부","1170","-7","-0.59","1177","1194","1110","27828","32491957","53740445850","45932005"
"417310","코람코더원리츠","KOSPI",,"4870","-30","-0.61","4900","4900","4780","28627","138296508","196748000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4400","-45","-1.01","4390","4445","4390","54338","239873403","428275557600","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","6090","50","0.83","6000","6170","5950","10365","62684200","77865156600","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2310","35","1.54","2275","2310","2220","143441","326450605","92400000000","40000000"
"007815","코리아써우","KOSPI",,"5910","-40","-0.67","5710","6010","5710","26","151490","17521317900","2964690"
"007810","코리아써키트","KOSPI",,"9940","-310","-3.02","9830","10360","9800","80860","810929390","234790264940","23620751"
"00781K","코리아써키트2우B","KOSPI",,"5380","100","1.89","5420","5420","5260","7","37230","4216300620","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","5910","40","0.68","5850","5910","5800","974","5705910","37753080000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","4620","-20","-0.43","4570","4710","4510","166097","763494181","128625715680","27841064"
"003690","코리안리","KOSPI",,"7680","-120","-1.54","7690","7800","7650","159133","1227439715","1496225518080","194821031"
"036690","코맥스","KOSDAQ","투자주의환기종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","9690","200","2.11","9560","9770","9250","97075","930223585","87675120000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","55800","-1500","-2.62","56800","61200","55300","189799","10966504200","583706167200","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","4230","15","0.36","4205","4270","4165","96893","409154040","298732045590","70622233"
"089890","코세스","KOSDAQ","우량기업부","6760","-110","-1.60","6580","6990","6580","28016","189330360","112114343120","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","6840","0","0.00","6820","7800","6720","36194","255123820","39021994800","5704970"
"189350","코셋","KONEX","일반기업부","1554","0","0.00","0","0","0","0","0","7459200000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"169700","100","0.06","169000","175100","167000","46627","7927734500","1926011677300","11349509"
"044820","코스맥스비티아이","KOSPI",,"10530","0","0.00","10680","10690","10500","16125","171173080","101129288130","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3490","-70","-1.97","3415","3565","3415","16965","59258976","71991720000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","48600","150","0.31","48650","49950","48100","134807","6615689650","519048000000","10680000"
"005070","코스모신소재","KOSPI",,"38300","1550","4.22","36000","39200","35500","373036","14121726125","1245161954800","32510756"
"005420","코스모화학","KOSPI",,"14370","800","5.90","13100","14970","13010","315174","4515145045","551926236360","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","5690","110","1.97","5450","5980","5410","68636","392111415","44366921500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","11820","-380","-3.11","11570","12490","11200","17184","200778410","33904499820","2868401"
"071950","코아스","KOSPI",,"8730","-30","-0.34","8680","9380","8400","5365","46382645","28727985600","3290720"
"166480","코아스템켐온","KOSDAQ","중견기업부","3075","-75","-2.38","3140","3175","3010","215704","663624782","101076406200","32870376"
"045970","코아시아","KOSDAQ","중견기업부","2930","45","1.56","2865","3010","2850","28222","82610450","77102586680","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","557","3","0.54","555","559","547","12475","6907865","25243007174","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","6110","-30","-0.49","6010","6240","5900","83924","507080315","78458901040","12841064"
"029960","코엔텍","KOSDAQ","우량기업부","8890","0","0.00","8890","8900","8880","19586","174072260","433787550000","48795000"
"002020","코오롱","KOSPI",,"21200","400","1.92","20250","21300","20250","104784","2180886475","267680231200","12626426"
"138490","코오롱ENP","KOSPI",,"5740","40","0.70","5650","5780","5630","51913","296223300","218120000000","38000000"
"003070","코오롱글로벌","KOSPI",,"8550","-20","-0.23","8460","8770","8410","10753","91757870","161874696150","18932713"
"003075","코오롱글로벌우","KOSPI",,"14380","-30","-0.21","14400","14560","14010","509","7286360","10651798060","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"2460","100","4.24","2325","2715","2240","6779266","17159841369","154432035000","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"3300","-80","-2.37","3380","3470","3000","61908","208266310","8105196000","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","26850","0","0.00","27000","27800","25400","32848","883957425","333567940950","12423387"
"002025","코오롱우","KOSPI",,"13350","-190","-1.40","13660","13660","13350","2385","32167730","14369806500","1076390"
"120110","코오롱인더","KOSPI",,"28600","-200","-0.69","28450","29300","28150","79744","2279612550","787046002600","27519091"
"120115","코오롱인더우","KOSPI",,"18760","-120","-0.64","18840","18950","18720","3529","66468360","51925053600","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","43300","500","1.17","42000","45450","41800","481886","21002987850","3529979674000","81523780"
"021240","코웨이","KOSPI",,"76800","-1100","-1.41","77000","77600","75600","113564","8697381750","5572895616000","72563745"
"033290","코웰패션","KOSDAQ","우량기업부","1978","-5","-0.25","1983","1993","1936","25448","50252642","111077163378","56156301"
"056360","코위버","KOSDAQ","우량기업부","5100","-10","-0.20","5100","5270","5000","56281","286341115","49963680000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","12440","250","2.05","11800","12660","11800","16041","197019000","138604079080","11141807"
"121850","코이즈","KOSDAQ","벤처기업부","1442","-60","-3.99","1530","1763","1397","4097958","6510298994","44145640350","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","16490","-360","-2.14","16300","16990","16180","41083","675487545","86747112610","5260589"
"126730","코칩","KOSDAQ","벤처기업부","10400","-180","-1.70","10430","10850","10310","42437","446475210","88435984000","8503460"
"015710","코콤","KOSDAQ","중견기업부","3930","110","2.88","3780","3975","3760","58534","225882015","68894865000","17530500"
"052330","코텍","KOSDAQ","우량기업부","8950","-140","-1.54","8980","9050","8870","22517","201422325","147918207300","16527174"
"322780","코퍼스코리아","KOSDAQ","중견기업부","955","13","1.38","944","972","912","226497","213500234","36225645415","37932613"
"036420","콘텐트리중앙","KOSPI",,"8490","250","3.03","8430","8790","8250","194318","1661542185","163536994920","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","12800","250","1.99","12330","12890","12330","94877","1204684950","376519142400","29415558"
"024720","콜마홀딩스","KOSPI",,"9500","-150","-1.55","9370","9790","9350","440578","4219081230","325814460500","34296259"
"031820","콤텍시스템","KOSPI",,"586","-7","-1.18","587","599","582","153702","90340893","70936159076","121051466"
"294570","쿠콘","KOSDAQ","벤처기업부","20450","1770","9.48","18800","21500","18210","402613","8158412440","209708308250","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"22400","-50","-0.22","22450","22600","22000","8356","187315750","796592944000","35562185"
"284740","쿠쿠홈시스","KOSPI",,"20650","-150","-0.72","20750","20850","20350","24446","502562450","463330864500","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","3930","-125","-3.08","3900","4050","3805","51628","203801570","71307055770","18144289"
"227100","퀀텀온","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","12250","-370","-2.93","12200","13000","12000","176547","2186038015","171639797000","14011412"
"456190","큐라켐","KONEX","일반기업부","16000","0","0.00","0","0","0","0","0","28068576000","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","6740","-70","-1.03","6720","6790","6570","44462","295998690","94148357260","13968599"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","747","32","4.48","729","750","701","360416","263387936","55175559408","73862864"
"086460","큐러블","KONEX","일반기업부","1454","0","0.00","0","0","0","0","0","4273887600","2939400"
"060280","큐렉소","KOSDAQ","중견기업부","7860","-50","-0.63","7670","8100","7610","119063","933334645","322967321400","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","26050","-400","-1.51","26050","26850","25650","25010","652560200","369891582650","14199293"
"051780","큐로홀딩스","KOSDAQ","중견기업부","541","-1","-0.18","542","570","530","96685","52458469","12574054545","23242245"
"115180","큐리언트","KOSDAQ","벤처기업부","7780","-300","-3.71","7990","8250","7580","299734","2380761710","251269026200","32296790"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","18300","-10","-0.05","17930","18700","17930","80695","1478798430","295526334000","16148980"
"182360","큐브엔터","KOSDAQ","우량기업부","17570","970","5.84","16680","17990","16580","512498","8942699335","263593749300","15002490"
"405100","큐알티","KOSDAQ","벤처기업부","10960","-160","-1.44","10910","11260","10800","24041","263524670","134690738960","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","7960","-80","-1.00","8030","8200","7840","26736","212484980","73802103160","9271621"
"136660","큐엠씨","KONEX","일반기업부","1102","-194","-14.97","1102","1102","1102","334","368068","2601766900","2360950"
"016600","큐캐피탈","KOSDAQ","중견기업부","252","-3","-1.18","252","257","246","531728","132910448","44918272224","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","6820","1570","29.90","5240","6820","5060","675762","4188128925","60956723520","8937936"
"264900","크라운제과","KOSPI",,"8130","90","1.12","7940","8190","7940","19668","159000345","101818900500","12523850"
"26490K","크라운제과우","KOSPI",,"9190","70","0.77","9120","9240","9050","810","7385190","7109016400","773560"
"005740","크라운해태홀딩스","KOSPI",,"5490","20","0.37","5450","5510","5410","15690","85849930","81511935030","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"7500","10","0.13","7500","7590","7490","130","975430","4505445000","600726"
"259960","크래프톤","KOSPI",,"370500","17000","4.81","352000","370500","351500","254967","92550378000","17751043654500","47911049"
"096240","크레버스","KOSDAQ","우량기업부","13690","10","0.07","13670","13710","13550","12616","171693220","152481684200","11138180"
"040350","크레오에스지","KOSDAQ","중견기업부","514","-3","-0.58","517","517","504","130826","66551203","99307536022","193205323"
"215570","크로넥스","KONEX","일반기업부","548","8","1.48","548","548","500","2006","1010292","2782775236","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","4320","-110","-2.48","4350","4425","4310","13204","57495165","101221747200","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","850","7","0.83","838","850","825","314781","264615472","111044003400","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4480","85","1.93","4395","4510","4355","4408","19584985","29120000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","892","-15","-1.65","898","909","880","76173","67808455","54738138392","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","60600","-100","-0.16","60400","62200","59900","291884","17912231600","3969642935400","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","18850","-1000","-5.04","20250","20250","18460","1581036","30429706655","464677740150","24651339"
"237880","클리오","KOSDAQ","우량기업부","19490","100","0.52","19340","19980","19050","117181","2303711080","352210669970","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2405","-60","-2.43","2470","2475","2270","33158","78554485","33955738050","14118810"
"020120","키다리스튜디오","KOSPI",,"3145","30","0.96","3075","3250","3045","30447","95646960","116565544070","37063766"
"487720","키움제10호스팩","KOSDAQ","SPAC(소속부없음)","2045","-10","-0.49","2060","2060","2030","8558","17432225","8650350000","4230000"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","1999","0","0.00","1999","1999","1982","19184","38328426","13193400000","6600000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2130","0","0.00","0","0","0","0","0","12524400000","5880000"
"039490","키움증권","KOSPI",,"117600","-5600","-4.55","122000","122800","116600","191518","22807034400","2878460625600","24476706"
"054780","키이스트","KOSDAQ","중견기업부","4080","65","1.62","4010","4150","3970","38961","157418055","79754995440","19547793"
"336040","타스컴","KONEX","일반기업부","3900","0","0.00","0","0","0","0","0","18269682600","4684534"
"219130","타이거일렉","KOSDAQ","중견기업부","10840","-330","-2.95","11130","11240","10730","12671","139038620","68446903600","6314290"
"346010","타이드","KONEX","일반기업부","1100","0","0.00","0","0","0","0","0","5346068200","4860062"
"318660","타임기술","KONEX","일반기업부","4900","200","4.26","4600","4990","4600","41","194290","10545294900","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","17000","-400","-2.30","17000","17000","17000","13","221000","17000000000","1000000"
"434190","탈로스","KONEX","일반기업부","6080","130","2.18","5800","6180","5800","316","1907320","44806158720","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","8500","-100","-1.16","8550","8650","8450","9501","80901745","166368621500","19572779"
"360070","탑머티리얼","KOSDAQ","중견기업부","25000","700","2.88","23500","25850","23500","30198","748952175","202941075000","8117643"
"180060","탑선","KONEX","일반기업부","6150","80","1.32","6180","6180","6150","88","542300","57488145900","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","4105","-145","-3.41","4240","4245","4060","20126","82660414","70564876110","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","1936","-36","-1.83","1905","1972","1905","37157","71437937","42641884912","22025767"
"014580","태경비케이","KOSPI",,"4335","5","0.12","4300","4380","4260","113338","488735745","119572738500","27583100"
"015890","태경산업","KOSPI",,"4645","-5","-0.11","4645","4690","4575","40565","187593450","135767543750","29228750"
"006890","태경케미컬","KOSPI",,"11470","-10","-0.09","11400","11620","11360","15211","174681290","133052000000","11600000"
"023160","태광","KOSDAQ","우량기업부","21050","-500","-2.32","21200","22050","20650","180907","3855696150","557825000000","26500000"
"003240","태광산업","KOSPI",,"655000","0","0.00","663000","669000","642000","440","288855000","729277000000","1113400"
"011280","태림포장","KOSPI",,"2000","32","1.63","1968","2020","1940","70347","139081415","141611880000","70805940"
"323280","태성","KOSDAQ","중견기업부","22600","-450","-1.95","22100","23650","22100","263294","5995471225","687960498000","30440730"
"053620","태양","KOSDAQ","중견기업부","6350","40","0.63","6300","6410","6290","1900","12073140","54610000000","8600000"
"052960","태양3C","KONEX","일반기업부","3300","200","6.45","3300","3300","3300","211","696300","16127357400","4887078"
"004100","태양금속","KOSPI",,"3365","730","27.70","2640","3400","2375","8095197","24520577736","123495500000","36700000"
"004105","태양금속우","KOSPI",,"5050","850","20.24","4200","5100","4200","141429","698972790","16665000000","3300000"
"116100","태양기계","KONEX","일반기업부","997","89","9.80","1038","1038","997","501","499538","7417666042","7439986"
"009410","태영건설","KOSPI",,"2500","-25","-0.99","2500","2580","2425","218874","546132359","735183895000","294073558"
"009415","태영건설우","KOSPI",,"4770","20","0.42","4610","4790","4610","7948","37299970","3100375980","649974"
"044490","태웅","KOSDAQ","우량기업부","15280","30","0.20","15150","15630","14750","73308","1111514160","305712781680","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","2820","50","1.81","2765","2850","2725","132867","371443680","106924766880","37916584"
"001420","태원물산","KOSPI",,"3580","170","4.99","3395","3720","3310","10251","35854860","27208000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","15530","-220","-1.40","15630","16220","15500","1910","29866800","125930192020","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","69571715580","106378770"
"066700","테라젠이텍스","KOSDAQ","우량기업부","2970","-10","-0.34","3000","3295","2850","1775225","5611193863","96449071950","32474435"
"095610","테스","KOSDAQ","우량기업부","19210","-2040","-9.60","21000","21050","19090","245575","4880633220","379747621460","19768226"
"055490","테이팩스","KOSPI",,"13250","50","0.38","13100","13615","13090","13125","175345925","63197862500","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","1472600000","7400000"
"064520","테크엘","KOSDAQ","중견기업부","2040","-160","-7.27","2195","2195","2005","13028","26821740","45596166480","22351062"
"089030","테크윙","KOSDAQ","우량기업부","30200","-1600","-5.03","30850","32150","29800","589101","18095996550","1128080079000","37353645"
"258050","테크트랜스","KONEX","일반기업부","323","-8","-2.42","330","330","282","485","148768","3228140166","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","12750","-140","-1.09","12410","13230","12300","57124","727648465","193088970750","15144233"
"078000","텔코웨어","KOSPI",,"8870","110","1.26","8890","9170","8660","17277","154036640","81959482990","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","3045","5","0.16","2970","3130","2970","18283","55856776","36616195035","12025023"
"214420","토니모리","KOSPI",,"9250","240","2.66","8810","9300","8810","531386","4821163740","222506890750","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","5240","90","1.75","5020","5340","5020","348199","1805042945","81820210560","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","15060","-280","-1.83","15180","15570","14880","57002","862514590","196496765640","13047594"
"215480","토박스코리아","KOSDAQ","중견기업부","2560","220","9.40","2355","2705","2320","346198","884266998","24064000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","16590","-550","-3.21","16900","17010","16290","175562","2913176945","266552492220","16067058"
"045340","토탈소프트","KOSDAQ","벤처기업부","8960","850","10.48","8400","9680","7510","1855851","16320065360","76680038400","8558040"
"108230","톱텍","KOSDAQ","벤처기업부","3995","-40","-0.99","4045","4085","3920","114452","456378106","151902863775","38023245"
"079970","투비소프트","KOSDAQ","관리종목(소속부없음)","596","0","0.00","0","0","0","0","0","6505258944","10914864"
"199800","툴젠","KOSDAQ","기술성장기업부","30550","250","0.83","30250","31000","29800","5924","179590750","261396645250","8556355"
"417790","트루엔","KOSDAQ","벤처기업부","8950","-110","-1.21","8920","9130","8830","42187","377487140","98446867500","10999650"
"290090","트윔","KOSDAQ","벤처기업부","7350","-60","-0.81","7320","7480","7290","794","5859300","54649219800","7435268"
"026150","특수건설","KOSDAQ","중견기업부","6960","290","4.35","6590","7000","6510","279328","1912575790","122122463760","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","11740","40","0.34","11610","12190","11610","40727","480850260","64922200000","5530000"
"117730","티로보틱스","KOSDAQ","벤처기업부","10700","-1290","-10.76","11900","11900","10360","1309281","14342672620","194444273400","18172362"
"033830","티비씨","KOSDAQ","중견기업부","880","81","10.14","795","910","750","1687307","1456720081","88000000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","774","-7","-0.90","731","789","731","220563","169002426","55146339774","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","1615","-80","-4.72","1693","1710","1600","281904","466421399","103879577800","64321720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","83200","-4100","-4.70","86000","86800","81600","33530","2814456000","971360000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","4075","-270","-6.21","4305","4340","3980","89139","363255477","87803324100","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","71700","-1000","-1.38","71100","73500","70700","35950","2583140500","582777600000","8128000"
"043220","티에스넥스젠","KOSDAQ","관리종목(소속부없음)","171","0","0.00","0","0","0","0","0","27227331873","159224163"
"277880","티에스아이","KOSDAQ","기술성장기업부","6060","-130","-2.10","6040","6290","5990","115627","705917450","122174641920","20160832"
"131290","티에스이","KOSDAQ","우량기업부","42400","-4150","-8.92","45950","46250","41800","115284","5022620700","469004589600","11061429"
"019180","티에이치엔","KOSPI",,"2905","-20","-0.68","2905","2935","2870","141244","408411702","52290000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","16630","-700","-4.04","17200","17585","16400","43384","730599860","189266030000","11381000"
"484810","티엑스알로보틱스","KOSDAQ","중견기업부","20200","-2950","-12.74","23800","24050","20050","1998926","43697672075","312108483000","15450915"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1503","53","3.66","1450","1558","1436","54949","81066849","42156522756","28048252"
"356860","티엘비","KOSDAQ","우량기업부","18240","-410","-2.20","18200","19280","17740","346221","6355780485","179347171200","9832630"
"413300","티엘엔지니어링","KONEX","일반기업부","905","112","14.12","900","911","900","349","315445","1223121075","1351515"
"363280","티와이홀딩스","KOSPI",,"2120","0","0.00","2105","2155","2085","23070","49105960","106910048160","50429268"
"36328K","티와이홀딩스우","KOSPI",,"3580","-70","-1.92","3900","3900","3580","2103","7626365","4449990120","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","3140","-55","-1.72","3165","3255","3135","38343","122177024","83876405340","26712231"
"091810","티웨이항공","KOSPI",,"2055","15","0.74","1980","2105","1980","441687","901755054","442603795680","215378976"
"004870","티웨이홀딩스","KOSPI",,"670","12","1.82","650","679","645","491789","326448913","75819540980","113163494"
"425040","티이엠씨","KOSDAQ","기술성장기업부","6720","-370","-5.22","7000","7120","6660","209166","1431082840","143243936640","21316062"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","4920","-80","-1.60","4860","5030","4860","90245","444540018","49212959280","10002634"
"104480","티케이케미칼","KOSDAQ","우량기업부","1418","52","3.81","1357","1427","1357","138637","193724405","128889725412","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","3025","90","3.07","2950","3040","2910","270274","805404894","73411916050","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","1887","6","0.32","1899","1905","1806","51744","96420034","21279093273","11276679"
"217880","틸론","KONEX","일반기업부","2765","-130","-4.49","2885","2885","2610","6801","18068350","29660956850","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","9840","-80","-0.81","9700","9990","9670","17713","173881635","109316732160","11109424"
"440110","파두","KOSDAQ","기술성장기업부","10360","10","0.10","9990","10650","9990","131155","1359972890","511874059480","49408693"
"034230","파라다이스","KOSPI",,"11500","430","3.88","10900","11510","10900","621808","7065567995","1055373664500","91771623"
"033540","파라텍","KOSDAQ","중견기업부","1510","65","4.50","1435","1520","1414","424865","630022636","57004105130","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","6010","-120","-1.96","6000","6220","5890","40939","247217820","77805051320","12945932"
"043200","파루","KOSDAQ","벤처기업부","514","0","0.00","514","522","493","92919","47599932","21487417910","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","331500","-8000","-2.36","335000","346500","328500","74336","24945082000","3483932400000","10509600"
"217950","파마리서치바이오","KONEX","일반기업부","35400","250","0.71","35150","35500","34200","2450","85421750","143879441400","4064391"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"9240","-870","-8.61","10000","10230","9090","1639543","15555621210","554556747360","60016964"
"177830","파버나인","KOSDAQ","우량기업부","2910","20","0.69","2890","2920","2825","34788","99627055","38670271230","13288753"
"037070","파세코","KOSDAQ","우량기업부","5750","-40","-0.69","5600","5840","5600","34866","199805950","115000000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","4480","-90","-1.97","4510","4595","4410","102812","461992596","52350690560","11685422"
"037030","파워넷","KOSDAQ","중견기업부","2100","-5","-0.24","2080","2130","2055","64320","134406917","45945845400","21878974"
"047310","파워로직스","KOSDAQ","중견기업부","4450","0","0.00","4340","4720","4320","104114","461490130","162917859750","36610755"
"266870","파워풀엑스","KONEX","일반기업부","660","-20","-2.94","780","780","578","29","17755","4229728800","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","6130","-220","-3.46","6200","6480","6020","309510","1909835785","201396399250","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","7210","10","0.14","7160","7210","7090","4947","35300110","49434139300","6856330"
"049120","파인디앤씨","KOSDAQ","벤처기업부","1000","19","1.94","980","1005","979","6465","6378170","52012744000","52012744"
"038950","파인디지털","KOSDAQ","중견기업부","3400","-40","-1.16","3430","3545","3240","3997","13621750","34716601000","10210765"
"387570","파인메딕스","KOSDAQ","기술성장기업부","8150","-230","-2.74","8220","8540","8060","113201","929712465","45851085000","5625900"
"441270","파인엠텍","KOSDAQ","중견기업부","4540","-120","-2.58","4485","4640","4430","102707","465893945","167925070540","36987901"
"106240","파인테크닉스","KOSDAQ","우량기업부","1290","117","9.97","1167","1312","1121","1709524","2135218558","21929148600","16999340"
"131760","파인텍","KOSDAQ","중견기업부","858","-10","-1.15","859","876","832","265939","226355311","37264298214","43431583"
"065690","파커스","KOSDAQ","투자주의환기종목(소속부없음)","928","-17","-1.80","945","945","917","12044","11199633","13037779168","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","201000","-7500","-3.60","210500","211500","199800","18005","3696646650","1404683877000","6988477"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","6800","20","0.29","6710","6870","6670","139600","943748860","387600000000","57000000"
"202960","판도라티비","KONEX","일반기업부","882","7","0.80","896","900","845","122","107679","10509543324","11915582"
"032800","판타지오","KOSDAQ","중견기업부","544","9","1.68","529","556","529","221349","121020297","25000639552","45957058"
"318010","팜스빌","KOSDAQ","중견기업부","3445","25","0.73","3425","3615","3390","19396","68181010","27316569410","7929338"
"036580","팜스코","KOSPI",,"2010","13","0.65","1999","2010","1985","29090","58003418","73823165430","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","1183","17","1.46","1161","1186","1155","258814","302739760","131805837800","111416600"
"004720","팜젠사이언스","KOSPI",,"3860","-40","-1.03","3910","3940","3780","33318","129040816","70257033440","18201304"
"266350","팡스카이","KONEX","일반기업부","349","-13","-3.59","308","349","308","1202","370954","4164271839","11932011"
"225590","패션플랫폼","KOSDAQ","우량기업부","860","-25","-2.82","884","884","854","47625","40926625","22907573180","26636713"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부","547","9","1.67","538","569","530","420326","230914551","36652443912","67006296"
"068050","팬엔터테인먼트","KOSDAQ","우량기업부","2385","5","0.21","2360","2515","2325","1089696","2645200763","66050371260","27694076"
"028670","팬오션","KOSPI",,"3340","10","0.30","3255","3355","3255","966584","3204172902","1785462170080","534569512"
"222110","팬젠","KOSDAQ","기술성장기업부","4700","70","1.51","4540","4700","4400","10145","46507575","60621525900","12898197"
